"item_code","deskripsi","qty_on_hand","min_stock","max_stock","is_critical","lokasi_rak"
"O-15570-00","CHAMBER PRESSURE TRANSDUCER ; TP ;","0","0","1","Ya","-"
"O-51701-00","COIL FOR REFRIGERATION SOLENOID VALVES(DC24V)","0","1","2","Ya","-"
"O-51838-00","Compact Cylinder (w/o Non Rotating); TYPE : RP 200 016 0015; ; ;","0","1","1","Ya","-"
"P-53362-00","Contactor Schneider LC1D09M7 Coil 220 VAC; ; ;","1","1","1","Ya","E-3-8C"
"O-54127-00","Control Unit G120 CU240E-2 DP E-type safety, Sinamics; Siemens; ;","5","0","3","Ya","B-5"
"O-17030-00","cRABS Z064CR -  Treaded Three Port Seat Valve VOBG320 3/4inch G","0","1","2","Ya","-"
"O-53479-00","cRABS Z064CR - Chilled water Pump, DAB, 60150944, Three-phase pump type EVOPLUS, 80/180 XM power: 22","0","0","1","Ya","-"
"O-53461-00","cRABS Z064CR - Pressure transmitter -50/ +200 Pa output 4-20 mA 24VDC Precision: +-1%; Model: PIZ (2; ; ; 1 Pc","0","1","2","Ya","-"
"O-53194-00","cRABS z064CR - Pressure Transmitter 0-500 Pa P-Sensor/PIZ (2 wires); Steriline; 20075; 1 pc","1","1","2","Ya","B-1"
"O-53465-00","cRABS Z064CR - SENSOR PROXIMITY M12 NON FLUSH SHORT PNP NO ; DATA LOGIC; ; 204171; 1 Pc","1","1","2","Ya","-"
"O-53455-00","cRABS Z064CR - Supply Fan inverter, Ziehl Abegg Frequency converter PXDM6A; ; 24399; 1 Pc","0","1","2","Ya","-"
"O-20951-00","cRABS Z064CR - Treaded Three Port Seat Valve VOBG320 3/4inch; Steriline; 28725; 1 Pc","0","1","2","Ya","-"
"O-16658-00","Cylinder Compact ADNGF-16-15-P-A FESTO P/N : 554214 pc","2","1","2","Ya","B-2-4D"
"O-15584-00","DRY VACUUM PUMP OIL(MOBIL SHC 629A ANTIWARE SYNTHETIC GEAR OIL 150CST,4L/BARREL)","0","0","1","Ya","-"
"O-53473-00","EDM EDM1 - C.A. BLOWING VALVE ACTUATOR, Univer, 5125, DA-0051, Coil U1 3,5W 24VDC; ; 5125; 1 Pc","2","1","2","Ya","R-3-0"
"O-53474-00","EDM EDM1 - C.A. BLOWING VALVE ACTUATOR, Univer, 6869, CL-302A, Valve CL 1/8"" 3 ways 2 positions, N.C; ; 6869; 1 Pc","2","1","2","Ya","-"
"O-53456-00","EDM EDM1 - MAXIMUM LOAD AT INFEED SENSOR, Omron, E3Z-LS86, Photocell settable distances, type PNP, D; ; 5908; 1 Pc","1","1","2","Ya","-"
"O-53457-00","EDM EDM1 - Motor Starwheel - Motor TG63 0,18 kW - 4P - B5 - 230V - 50 Hz MEC63; encoder 1000 I/G Lin; ; 29274; 1 Pc","0","1","1","Ya","-"
"O-21092-00","EDM EDM1 - PNEUMATIC MEMBRANE VALVE 1/2' (DN15) 605 15 D 80 40 17 10/N 1536; -; 5189; 1 Pc","0","1","2","Ya","-"
"O-53460-00","EDM EDM1 - Pressure transmitter -100 / +100Pa output 4-20 mA 24VDC Precision: +-1% ; Model: PIZ (2 w; ; 16456; 1 Pc","1","1","2","Ya","T-3-19"
"O-53487-00","EDM EDM1 - PRESSURE TRANSMITTER; 0-10 BAR; PRECISION 0,25% FS; OUTPUT 4/20 MA, 24VDC, 2-WIRES; CONTA; GEFRAN; 16866; 1 Pc","0","1","2","Ya","-"
"O-51709-00","ELECTROVALVE 3/4GAS FF 24V DC N.C.COMPOSED BY:BODY NC 3/4 NBR FOR FLUIDS, COIL U1 5VA 24VDC ZB10A","0","1","2","Ya","-"
"O-15629-00","ENCODER ;Sick Stegmann;ABSOLUTE ENCODER A4A08192 GRAY RADIAL CONNECTOR","0","0","1","Ya","-"
"O-15586-00","EXIT LIFTING SIDE GUIDES CYLINDER ; CYLINDER D=16 STROKE=15","0","1","1","Ya","-"
"O-52430-00","Fan KDE2405PFB1-8; SUNON; ;","1","0","1","Ya","F-2"
"O-18560-00","FD Lyofast 10 - hydraulically Balanced Valve EB02-00595 Disused:CMB 20/T-N_FLUCOM Replaced by:M8596N; ; ;","1","0","1","Ya","D-2"
"O-52656-00","FD Lyofast 10 - Vacuum Regulating Valve Controller EDF23-00544 Disused:1249A Replaced by:1249B INP:4; ; ;","0","0","1","Ya","-"
"O-18559-00","FD Lyofast 10 - Vacuum Regulating Valve EB22-00710 Disused:0248A-5000SV+1249A Replaced by:MKS_0248D,; ; ;","1","0","1","Ya","D-1-14"
"O-53414-00","Fedegari FVA2/A1 - Transition joint RTD Sensor (SG-056377) PT100 4Wire, Sx, 1/3 DIN, 5x70mm, SSL, 0-150 C 10M; Radix; RTJ201-1-C-S-3-0-NA-XNA-05-0070-10-Si-PN; 1 Pc","0","2","8","Ya","-"
"O-52200-00","FESTO -  Proximity Sensor SME-8M-DS-24V-K-0,3-M8D p/n: 543861; ; ;","1","1","2","Ya","B-2-4A"
"O-51717-00","FILLING PUMPS ROTATION CLUTCH SENSOR ; DATA LOGIC; SENSOR DIA. 12MM, 10-30 VDC PNP NC, M12 CONNECTION","0","0","1","Ya","-"
"O-53484-00","Filling VFM100 - Filler Main Servo Motor G5 220V, 750W, 2.4 Nm, 3000 rpm, 204156; Omron; R88M-K75030T-BS2; 1 Pc","0","1","2","Ya","-"
"O-53458-00","Filling VFM100 - FILLING PUMPS ROTATION CLUTCH SENSOR ; DATA LOGIC; SENSOR DIA. 12MM, 10-30 VDC PNP","0","0","1","Ya","-"
"O-53485-00","Filling VFM100 - Infeed Starwheel Servo Motor G5 220V, 200W, 0.64 Nm, 3000 rpm, 204154","0","0","1","Ya","-"
"O-52884-00","Filling VFM100 - Laser Sensor World beam QS18VP6LAF250Q5 10-30 VDC; Banner; ;","3","1","2","Ya","C-2-7C"
"O-53462-00","Filling VFM100 - PROXIMITY SENSOR, DATALOGIC  M12 NON FLUSH SHORT PNP NO IS-12-D1-S2; ; 204170; 1 Pc","1","1","1","Ya","-"
"O-53463-00","Filling VFM100 - PROXIMITY SENSOR, DATALOGIC  M8 FLUSH 2X PNP NC IS-08-G2-S1; ; 204172; 1 Pc","0","1","1","Ya","-"
"O-53464-00","Filling VFM100 - SENSOR NO 10-30 VDC, 200MA; NITROGEN POST-GAS  FLOW CHECK SENSOR; ; 202196; 1 Pc","1","1","1","Ya","-"
"O-53459-00","Filling VFM100 - Vacuum pump Motor, Becker, D80 B4 P, Vacuum pump type VT 4.16 50/60Hz","0","0","1","Ya","-"
"O-53478-00","Filling VFM100 - Vacuump pump Vane balde; VT 4.16; Becker; 90134700007; 1 Pack","1","1","1","Ya","-"
"T-25454-00","Filter Flag, 2998, Classic; Waters; 700003767;","0","1","8","Ya","-"
"O-15594-00","FLOWMETER + REGULATOR PRE GAS/POST GAS; ASA","0","1","2","Ya","-"
"O-51677-00","Fork Sensor brand SICK type WFL80-60B416 Part No: 6036833 (Steriline No : 22179 ) SICK","1","1","2","Ya","A-3-3B"
"O-51718-00","FORK SENSOR MODEL WFL80-60B416; CONNECTOR M8 4PIN, PNP-NPN, TEACH-IN; FORK DEPTH: 60MM
 FORK HIGHT: 80MM;","0","1","2","Ya","-"
"O-19213-00","Freeze Dryer MBE1207 -  Orifice 04 for Expansi Valve TE5 067B2792; Danfoss; ;","2","2","4","Ya","D-2-9B"
"O-16984-00","Freeze Dryer MBE1207 - Butterfly Valve SS316 DN65 P/n: EB14-00067 BRAY; ; ;","2","1","2","Ya","D-3-11"
"O-16150-00","Freeze Dryer MBE1207 - Complete O-Ring/Gasket Set for main valve's below; ; 243x5.3; 100x5.3;","0","0","1","Ya","-"
"O-16982-00","Freeze Dryer MBE1207 - Diaphrapm DA008ER M4 Saunders CIPTA SOLUSI ANDALAN, PT P/N : -  pc","0","3","12","Ya","-"
"O-19214-00","Freeze Dryer MBE1207 - Expansi Valve TE 5 067B3343 R404A/R507; Danfoss; ;","2","2","4","Ya","D-2-11"
"O-17285-00","Freeze Dryer MBE1207 - Main Valve Bellow SUS316L ST105*75; ; ;","1","0","1","Ya","Sparepart"
"O-18892-00","Freeze Dryer MBE1207 - MV1161 Receiver Valve, 1/4 Inch SAE Flare 1/4 Inch NPT Direct p/n: EB15-00321; ; ;","2","0","1","Ya","D-1-12"
"O-18893-00","Freeze Dryer MBE1207 - MV1250 Angle Valve 1x3/4 Inch-12UNF 1x3/8 Inch ODF p/n:EB15-00755; BITZER; ;","2","0","1","Ya","D-1-11A"
"O-19901-00","Freeze Dryer MBE1207 - New Seat Valve Dia 36x22x7; Custom/Lokal; -; 1 pc","2","1","2","Ya","D2"
"O-52942-00","Freeze Dryer MBE1207 - Pressure Transmitter Type : 402050/000 TN: 43008803 04 bar absolute 420 mA, 2; JUMO; ;","1","1","2","Ya","D-3-4"
"O-19777-00","Freeze Dryer MBE1207 - Silicone O-ring 243x5.3 for main valve bellows; ; EB41-00314;","5","4","8","Ya","-"
"P-52767-00","Freeze Dryer MBE1207 - Solenoid Valve 5/8 Inch EVR 15 032F1228; Danfoss; ;","1","1","2","Ya","D-1-4"
"O-18890-00","Freeze Dryer MBE1207 - SV102 Valve body 032L1212(Replace the old model 032F1212) EVR6 3/8 Inch p/n:; DANFOSS; ;","1","1","2","Ya","D-4-9"
"O-52831-00","Freeze Dryer MBE1207 - SV169 MYCOM COMPLETE SOLENOLD VALVE, XOF-240V1 include valve body and coil P/; MAYEKAWA; ;","2","1","2","Ya","D-4-9"
"O-18108-00","Freeze Dryer MBE1207 - Therm.Exp.Valve TE2 R404A/R507A 068Z3403; DANFOSS; ;","2","2","4","Ya","D-2-10B"
"O-19211-00","Freeze Dryer MBE1207 - Thermal Expansi Valve TE 2 3/8 Inch (In)1/2 Inch (Out) 068Z3411; Danfoss; ;","2","2","4","Ya","D-2-10A"
"O-18916-00","Freeze Dryer MBE1207 - Valve Body S20 DN25 ANSI150 Flg BODY CI DISC:316SS STEM 316SS P/n: EB14-00063; BRAY; ;","1","1","2","Ya","D-3-9"
"O-18914-00","Freeze Dryer MBE1207 - Valve Body S20 DN40 ANSI150 Flg BODY:CI DISC:316SS Mirror finish STEM 316SS P; ; ;","2","1","2","Ya","-"
"O-18913-00","Freeze Dryer MBE1207 - Valve Body S20 DN40 ANSI150 Flg BODY:CI DISC:316SS STEM 316SS P/n: EB14-00064; BRAY; ;","4","1","2","Ya","D-3-10"
"O-15610-00","GEAR MOTOR N100/SO - UFR1 - UL; HALSTRUP SAIA ; PART NO :19475","0","1","1","Ya","-"
"O-15611-00","GEAR MOTOR N100/SO + UFR1 - UL;HALSTRUP SAIA ; PART NO :19474","0","1","2","Ya","-"
"O-16321-00","General - 2/2 Way Diaphragm Valve Metal Aseptic; SED; 207.15.7.545.51.125.SF1; 1 Pc","0","1","2","Ya","-"
"P-13388-00","General - Ball Valve 1/2inch; KITZ; -; 1 pcs","1","1","2","Ya","-"
"P-10389-00","General - Ball Valve PVC 1 1/2inch; No Brand; -; 1 pcs","0","1","2","Ya","-"
"P-11838-00","General - Ball Valve PVC 3/4inch; No Brand; -; 1 pcs","2","2","2","Ya","-"
"P-52420-00","General - Ceiling Exhaust Fan; KDK; FV-25TGU5; 1 Pc","0","1","1","Ya","-"
"P-51891-00","General - Exhaust Fan Panel 240VAC; TW; -; 1 pc","3","1","3","Ya","L3"
"O-20503-00","General - Gear Motor Rotary Tabel Washing; Bonfiglioli; VFR44 P 230 S44 B3 + BN44B 4; 1 Unit","1","0","1","Ya","-"
"O-20501-00","General - Gearbox Washing; Bonfiglioli; VF44 A 60 B5 B3; 1 Unit","1","0","1","Ya","-"
"P-18066-00","General - Hepa Filter H13 (99,95%) Size: 610 x 610 x 90; Camfil; -; 1 Pc","0","1","2","Ya","-"
"O-19343-00","General - HEPA filter H14 minipleat, size: 915x762x69 Class (EN 1822)- 99,995% MPPS; Hencolin; -; 1 Pc","2","1","2","Ya","Ruang Filter"
"O-15619-00","General - HIGH PRECISION OPTICAL FIBER 10MM WIDTH, VIALS MAXIMUM LOAD AT OUTFEED SENSOR; Keyence; FU-12; 1 Pc","0","1","1","Ya","-"
"P-13513-00","General - Magnehelic Pressure Gauges 2000-500Pa; Dwyer; -; 1 Pc","4","1","5","Ya","R-3-13"
"O-54006-00","General - MCB 1 PHASE 10 AMPERE; Schneider; -; 1 Pc","0","1","1","Ya","-"
"O-54008-00","General - MCB 1 PHASE 25 AMPERE; Schneider; -; 1 Pc","5","1","1","Ya","S-3-1"
"P-54463-00","General - MCB 4A 1Phase Domae; Schneider; DOMF01104; 1 pc","3","1","5","Ya","-"
"P-54462-00","General - MCB 6A 1Phase Domae; Schneider; DOMF01106; 1 pc","2","1","3","Ya","-"
"O-15822-00","General - MCB C60H 1 phase 1 pole 10 A; Schneider; -; 1 Pc","1","1","1","Ya","S-3-1"
"O-15820-00","General - MCB C60H 1 phase 1 pole 2 A; Schneider; -; 1 Pc","4","2","4","Ya","S-3-1"
"O-19345-00","General - Minipleat filters panel F781, size: 610x305x292 Class (EN 1822) : H14 - 99,995% MPPS; Hencolin; -; 1 Pc","2","1","2","Ya","Ruang Filter"
"O-53439-00","General - Photoelectric Fiber Sensor Head; Keyence; FU-7F; 1 Pc","1","1","2","Ya","-"
"P-52709-00","General - Pressure Transmitter TPS30-G27AR2-00; Autonics; -; 1 pc","0","1","1","Ya","-"
"O-52478-00","General - Proximity Sensor; Schmersal; BNS260-11ZG-ST-R; 1 Pc","2","1","2","Ya","B-2-7D"
"P-13370-00","General - Pulser SCR Heater Controller Wall Mounted 0-10 VD DC; Regin; 240-X010; 1 unit","0","1","3","Ya","-"
"O-53392-00","General - Safety Sensor 250mA, 3VA/W,100 VAC/DC,M12 x 1 K-ST; Schmersal; BNS 120-11Z; 1 Pc","2","1","8","Ya","-"
"O-52530-00","General - Sensor PH Meter Type : InPro3250/120/PT1000; Mettler Toledo; 52002548; 1 Pc","0","1","2","Ya","-"
"P-13650-00","General - Shut off Valve HE-2-QS-6; FESTO; P/N : 153467; 1 Pc","11","2","15","Ya","M3"
"P-14245-00","General - Shut off valve HE-2-QS-8;  FESTO; P/N : 153468; 1 Pc","13","2","15","Ya","M3"
"P-52662-00","General - Temperature Controller TK4S- 14SN 100-240 VAC; Autonics; -; 1 pc","3","1","5","Ya","F-3"
"O-51920-00","General - Temperature sensor PT100, 4 wire, class AA, Duplex, c/w 10m silicon cable; Radix; RAC241-D-10-PN; 1 Pc","0","1","6","Ya","-"
"O-19347-00","HEPA filter minipleat, size: 1220X610X93 H13; ; ;","9","1","10","Ya","Ruang Filter"
"O-19346-00","HEPA filter minipleat, size: 1220X610X93 H14; ; ;","7","1","10","Ya","Ruang Filter"
"O-19384-00","HEPA filter minipleat, size: 203x203x69 Class (EN 1822) : H14 - 99,995% MPPS; Hencolin; ;","2","1","3","Ya","-"
"O-19382-00","HEPA filter minipleat, size: 457x610x69 Class (EN 1822) : H14 - 99,995% MPPS; Hencolin; ;","2","2","4","Ya","Ruang filter"
"O-19391-00","HEPA filter minipleat, size: 610X305X93 H13; Hencolin; ;","2","1","2","Ya","Ruang Filter"
"O-19389-00","HEPA filter minipleat, size: 610X305X93 H14; Hencolin; ;","7","1","10","Ya","Ruang Filter"
"O-19390-00","HEPA filter minipleat, size: 610X610X93 H13; Hencolin; ;","46","1","2","Ya","Ruang Filter"
"O-19388-00","HEPA filter minipleat, size: 610X610X93 H14; Hencolin; ;","11","2","15","Ya","Ruang Filter"
"O-19383-00","HEPA filter minipleat, size: 762x457x69 Class (EN 1822) : H14 - 99,995% MPPS; Hencolin; ;","1","1","2","Ya","-"
"O-19344-00","HEPA filter minipleat, size: 762x610x69 Class (EN 1822) : H14 - 99,995% MPPS; ; ;","5","2","4","Ya","Ruang Filter"
"O-51875-00","HF520-EX TRANSMITTER Model HF520-EX-DBX-XX1XX, DUCT MOUNT 15 x 130 mm, HUMIDITY RANGE 0-100 %RH, NO; ; ;","1","0","1","Ya","C-1-13"
"O-15620-00","HIGH PRECISION OPTICAL FIBER SUPER TOUGH FLEX FIBERS-FU67V; VIAL CHECK AT INFEED SENSOR ;","0","1","1","Ya","-"
"P-53202-00","HVAC - Programmable RH & Temp. transmitter MF-HTT 0-100% RH dan 0-100 deg.C 24VAAC Micatrone; ; ;","1","1","1","Ya","F-1"
"P-52033-00","Inverter HVAC Drives FC-102 2,2 kw 380-480 V Danfoss; ; ;","0","1","1","Ya","-"
"O-52983-00","Inverter Power Module PM240-2 0,37KW Sinamic; Siemens; ;","0","0","1","Ya","-"
"O-52984-00","Inverter Power Module PM240-2 2,2KW Sinamic; Siemens; ;","0","1","2","Ya","-"
"O-52985-00","Inverter Power Module PM240-2 7,5KW Sinamic; Siemens; ;","0","1","2","Ya","-"
"O-51942-00","Inverter Sinamics 1,1 kw 6SL3224-0BE21-1UA0; Siemens; ;","0","0","1","Ya","-"
"O-15732-00","KEYENCE AMPLIFIER SENSOR OPTICAL FIBER PNP OUTPUT CONNECTOR M8 FU-12","0","1","1","Ya","-"
"P-53102-00","Lampu PLC 13watt/E27 Putih; Phillips; ;","0","10","50","Ya","-"
"O-15628-00","LEFT AND RIGHT PINCER ACTUATOR ; SMC :BISTABLE ELECTROVALVE - SV1200-5FU","0","2","4","Ya","-"
"O-53026-00","LKB butterfly valve,ISO2037; 316L+EPDM; weld ends: 51x1.2 + Actruator: 304 SS Spring Return, NC + MiAlfalavalFV401","2","1","2","Ya","D-4-9"
"O-53635-00","Marchesini MA155 - Inverter 1/N/PE AC 230/240V 0,37KW; Lenze; E84AVSCE3712SX0; 1 Pc","0","1","2","Ya","-"
"O-54007-00","MCB 1 PHASE, SCHNEIDER ELECTRIC, IC60H 10Ka 16 AMPERE","7","1","1","Ya","O2"
"O-54009-00","MCB 1 PHASE, SIEMENS, 2 POLE 2 AMPERE","0","1","1","Ya","-"
"O-54010-00","MCB 1 PHASE, SIEMENS, 2 POLE 4 AMPERE","0","1","1","Ya","-"
"O-54011-00","MCB 3 PHASE, SIEMENS, 2 AMPERE","0","1","1","Ya","-"
"O-15821-00","MCB Schneider C60H 1 phase 1 pole 4 A 100000A - P/N : - pc","0","1","1","Ya","-"
"P-51745-00","MCB Schneider C60H 1 phase 1 pole 6A 10000A; ; ;","0","1","1","Ya","-"
"O-15634-00","MICROSWITCH FOR PNEUMATIC CYLINDER, UNIVER, DF-220M08","0","0","0","Ya","-"
"O-14620-00","Microswitch for pneumatic cylinder; ; c/n 7821;","1","1","2","Ya","-"
"O-15635-00","MICROSWITCH FOR PNEUMATIC CYLINDER; UNIVER INLET LIFTING SIDE GUIDES CYLINDER BACKWARD POSITION SENSOR ;","0","0","0","Ya","-"
"O-53218-00","Mixing Tank - Sensor RTD 2X 100 Ohm (Duplex) with Transmitter Dia 6x81mm Mat SUS316 Class A; Custom/Lokal; -; 1 Pc","0","1","2","Ya","-"
"O-15621-00","MOTOR AND REDUCTION GEAR, BONFIGLIOLI TYPE BN63B4 0.18 KW 50HZ 1320RPM, 3PHASE","0","0","1","Ya","-"
"O-15595-00","MOTOR, BONFIGLIOLI TYPE BN63B4 0,18-0,21KW, 50-60HZ 1320RPM;","0","0","1","Ya","-"
"O-15641-00","NEEDLES LIFTING MOTOR ; LIKA ; MOTOR BRUSHLESS MODEL LIKA 31W SERIAL NO. 125101268;","0","1","1","Ya","-"
"O-51728-00","NITROGEN PRE-GAS FLOW CHECK SENSOR ; TURCK / UPROX ;SENSOR NO 10-30 VDC, 200MA","0","1","1","Ya","-"
"O-15646-00","OVERHEAT PROTECTION THERMOSTAT, JUMO ATHS-70/U; POWER: AC 230 VOLT / 10 AMP.; RANGE: 20..500?C; CONNECTION: UZ G1/2 CRNI","0","1","1","Ya","-"
"T-20055-00","PerformancePlus Check Valve Cartridge; Waters; p/n 700002399;","0","2","10","Ya","-"
"O-51750-00","PHOTOCELL SENSOR WITH REFLECTOR PZ-G62CP WITH R-5 Code: PZ-G62CP+R-5","2","1","2","Ya","B-3-3"
"O-19848-00","Pneumatic ball valve_1 inch weldedWORCESTEREDF50-00196","1","1","2","Ya","D-1-8"
"O-15652-00","PNEUMATIC MEMBRANE VALVE 1/2' (DN15); STERILINE ; PART NO :5189","0","1","2","Ya","-"
"O-51730-00","POWER SUPPLY MODULE BASE X20BM01(100-240 AC/24DC)","0","0","1","Ya","-"
"O-51821-00","Pressure transmitter -100 / +100Pa output 4-20 mA 24VDC Precision: +-1% ; Model: PIZ (2 wires); P/N; ; ;","0","1","2","Ya","-"
"O-51819-00","Pressure transmitter -50/ +200 Pa output 4-20 mA 24VDC Precision: +-1%; Model: PIZ (2 wires); P/N :; ; ;","0","1","2","Ya","-"
"O-15733-00","PRESSURE TRANSMITTER ; GEFRAN 0-10 BAR, PRECISION 0,25% FS; OUTPUT 4/20 MA, 24VDC, 2-WIRES
 AISI 316L; SERIAL NO. 12210317; CON 1 1/2 TRI-CLAMP, ELECT CON: 5-PIN - M12X1, IP67","0","1","2","Ya","-"
"O-15656-00","PRESSURE TRANSMITTER ; HALSTRUP : 0-250PA OUTPUT 4-20MA 24VDC PRECISION: +-1%; MODEL: P; SENSOR/PIZ (2 WIRES); SHEET NO. 465-01; SERIAL NO. AA072399; ;","0","1","2","Ya","-"
"O-51704-00","PRESSURE TRANSMITTER ;HALSTRUP ; 0-100PA OUTPUT 4-20 MA 24VDC PRECISION:+-1%; MODEL: P-SENSOR-PIZ (2 WIRES); SHEET NO. 466-02;SERIAL NO. AA030269;","0","0","1","Ya","-"
"O-51723-00","PROXIMITY SENSOR, DATALOGIC M12 FLUSH SHORT 2X PNP NO IS-12-G1-S2","0","1","2","Ya","-"
"O-51722-00","PROXIMITY SENSOR, DATALOGIC M12 NON FLUSH SHORT PNP NO IS-12-D1-S2","0","1","1","Ya","-"
"O-51721-00","PROXIMITY SENSOR, DATALOGIC M8 FLUSH 2X PNP NC IS-08-G2-S1","0","1","1","Ya","-"
"O-51678-00","Proximity Sensors M8, connector M12 PNP-NO, working distance 3mm 32,50 code IS-08-G1-S2, Part No : 9; ; ;","1","1","2","Ya","D1"
"O-51652-00","Safety Sensor, Type : BNS 120-11z, 250mA, 3VA/W,100 VAC/DC,M12 x 1 K-ST; ; ;","0","1","2","Ya","-"
"O-15677-00","SEAL KIT FOR VIALS UNLOADING CYLINDER ; UNIVER ; MEGNETIC CYLINDER SERIES RP DIAMETER=20 STROKE=110;","0","0","1","Ya","-"
"O-52314-00","Selenoid Valve VSNC-FC-M52-MD-G14-F8-1B2; Festo; P/n: 577295;","3","1","2","Ya","B-3-8"
"O-51746-00","SENSOR NO 10-30 VDC, 200MA; NITROGEN POST-GAS FLOW CHECK SENSOR ;","0","1","1","Ya","-"
"O-51735-00","SENSOR OPTICAL FIBER, KEYENCE PNP OUTPUT CONNECTOR M8 FS-V31CP AMPLIFIER ;","0","1","1","Ya","-"
"O-51738-00","SENSOR PROXIMITY ,SCHMERSAL ; BNS-260 FOR DOOR PART NO 14056","0","1","2","Ya","-"
"O-51740-00","SENSOR PROXIMITY M12 NON FLUSH SHORT PNP NO ; DATA LOGIC","0","1","2","Ya","-"
"O-51742-00","SENSOR SUHU 2 x PT100 (DUPLEX), Jumo type 902810/13 Dia probe 6 mm, probe lenght 150 mm, conection threaded dia 29,1 mm. range temp. -15 ~ 150 oC.","2","1","1","Ya","E-4"
"O-51743-00","SENSOR TEMPERATUR PT100 7 METER 4 WIRE PART NO :PM600083","0","1","2","Ya","-"
"P-15419-00","Sensor Turck No 10-30 VDC, 200mABi8U-Q08-AP6X2-V1131; Turck; ;","0","1","2","Ya","-"
"O-15588-00","SERVO MOTOR, OMRON G5 114V, 400W, 250HZ, 1.27 NM, 3000 RPM WITH ABSOLUTE ENCODER NO
 BRAKE","0","1","1","Ya","-"
"O-14617-00","Solenoid valve 2/2 ways NC 4,5mm; ; c/n 28582;","2","2","2","Ya","B-2-4C"
"O-52355-00","Solenoid Valve type 55B-24-PE-611JB MAC","1","1","2","Ya","A-2-5"
"O-15712-00","STOPPERS HOPPER MINIMUM LOAD SENSOR ; banner ; WORLD BEAM QS18VP6LAF250Q5 LASER ADJUSTABLE FIELD QS18VP6LAF250","0","1","2","Ya","-"
"O-15713-00","STOPPERS MINIMUM LOAD LANE 1 SENSOR ; KEYENCE ;HIGH PRECISION OPTICAL FIBER SUPER TOUGH FLEX FIBERS FU-67V","0","1","2","Ya","-"
"O-15714-00","STOPPERS MINIMUM LOAD LANE 1 SENSOR ; KEYENCE; AMPLIFIER SENSOR OPTICAL FIBER PNP OUTPUT CONNECTOR M8 FS-V31CP","0","1","2","Ya","-"
"O-52859-00","Temperature Controller - TK4S- 24RN 100-240 VAC AUTONICS; ; ;","5","1","3","Ya","F-3"
"O-51748-00","TEMPERATURE SENSOR ; JUMO 902810 /13 ; RTD temperature probe with terminal head : -15 samapai 150 ?C : SS 316L","0","0","1","Ya","-"
"O-15724-00","TRIPHASE MICROMASTER INVERTER SERIES 440 0,37KW 3AC 380-480V; PART NO :3648","0","0","1","Ya","-"
"O-52250-00","Tunnel ST1L - END Module 750-600 Wago","1","1","2","Ya","B-3-6C"
"O-53210-00","Tunnel ST1L - Fan MN-402-SV-Stainless Steel HP 0,33 - 2P -B5 - V.230/400 - RD0 Motor 63-B2 kW 0.25 +;Steriline;14519;","0","1","1","Ya","-"
"O-53208-00","Tunnel ST1L - Fan mod. MN-300 - RD0 - stainless steel HP 0.25 - 4P - B5 - V.230/400 50 Hz Motor 63-B;Steriline;23284;","0","1","1","Ya","-"
"O-53200-00","Tunnel ST1L - Gear Motor N100/So-UFR1 24Vac 50Hz 15Nm 0.5U/min (R1:1000) Metal Cover; Steriline; 19475; 1 pc","1","1","1","Ya","B-2-8A"
"O-53199-00","Tunnel ST1L - Gear Motor N100/SO-UFR1 24VAC 50Hz Torque 4Nm Speed 2 U (R1:250; Steriline; 19474; 1 pc","2","1","1","Ya","B-2"
"O-53467-00","Tunnel ST1L - OVERHEAT PROTECTION THERMOSTAT, JUMO ATHS-70/U; POWER: AC 230 VOLT / 10 AMP.; RANGE: 2; ; 15809; 1 Pc","0","1","1","Ya","-"
"O-53198-00","Tunnel ST1L - Pressure Transmitter 0-100Pa output 4-20 P-Sensor-PIZ (2 Wires); Steriline; 1667; 1 pc","1","1","1","Ya","B-1"
"O-53197-00","Tunnel ST1L - Pressure Transmitter 0-250Pa output 4-20 P-Sensor/PIZ (2 Wires); Steriline; 12320; 1 pc","1","1","1","Ya","B-1"
"O-53144-00","Tunnel ST1L - Sensor RTD 100 ohm double element With Nepple 3x150 mm 6 wire; Custom/Lokal; 0621043011; 1 Pc = 10 M","1","1","2","Ya","-"
"P-53259-00","UV Sensor PIN : 270264040; Hanovia; ;","0","1","1","Ya","-"
"O-51749-00","VIALS MAXIMUM LOAD SENSOR ; KEYENCE ; AMPLIFIER SENSOR OPTICAL FIBER PNP OUTPUT CONNECTOR M8 code: FS-V31CP;","0","1","1","Ya","-"
"O-51772-00","WAGO 750-402 4-CHANNEL DIGITAL INPUT MODULE STD PACK","1","1","2","Ya","A-2-1A"
"O-51769-00","WAGO 750-430 8-CHANNEL DIGITAL INPUT MODULE STD PACK; ; ;","1","1","1","Ya","A-3-2C"
"O-51775-00","WAGO 750-461 2-CHANNEL ANALOG INPUT MODULE STD PACK: 1EA; ; ;","0","1","1","Ya","-"
"O-51774-00","WAGO 750-472 2-CHANNEL ANALOG INPUT MODULE STD PACK","1","1","1","Ya","B-3-6A"
"O-51771-00","WAGO 750-501 2-CHANNEL DIGITAL OUTPUT MODULE STD PACK","2","1","1","Ya","B-3-4A"
"O-51768-00","WAGO 750-513 2-CHANNEL RELAY OUTPUT MODULE STD PACK; ; ;","1","1","2","Ya","B-3-5"
